interatomic distance(nm), energy(K), force(nN), time elapsed
0.378293577917, -125.456036295892, 16.792503305781, 0.1278
0.378235954289, -125.465621853748, 16.476861977526, 0.1281
0.378177588254, -125.475145185397, 16.156087382869, 0.1284
0.378118494265, -125.484596230905, 15.830215381133, 0.1287
0.378058687006, -125.493964944769, 15.499283442491, 0.1290
0.377998181387, -125.503241305684, 15.163330693258, 0.1293
0.377936992547, -125.512415326450, 14.822397961304, 0.1296
0.377875135846, -125.521477063988, 14.476527821530, 0.1299
0.377812626869, -125.530416629483, 14.125764641350, 0.1302
0.377749481421, -125.539224198626, 13.770154626140, 0.1305
0.377685715525, -125.547890021961, 13.409745864572, 0.1308
0.377621345420, -125.556404435331, 13.044588373791, 0.1311
0.377556387559, -125.564757870401, 12.674734144369, 0.1314
0.377490858607, -125.572940865261, 12.300237184964, 0.1317
0.377424775439, -125.580944075100, 11.921153566630, 0.1320
0.377358155134, -125.588758282932, 11.537541466695, 0.1323
0.377291014979, -125.596374410372, 11.149461212146, 0.1326
0.377223372458, -125.603783528457, 10.756975322449, 0.1329
0.377155245256, -125.610976868479, 10.360148551718, 0.1332
0.377086651254, -125.617945832846, 9.959047930168, 0.1335
0.377017608524, -125.624682005939, 9.553742804761, 0.1338
0.376948135328, -125.631177164965, 9.144304878975, 0.1341
0.376878250115, -125.637423290781, 8.730808251607, 0.1344
0.376807971517, -125.643412578687, 8.313329454516, 0.1347
0.376737318343, -125.649137449174, 7.891947489238, 0.1350
0.376666309580, -125.654590558596, 7.466743862366, 0.1353
0.376594964387, -125.659764809778, 7.037802619617, 0.1356
0.376523302091, -125.664653362521, 6.605210378479, 0.1359
0.376451342184, -125.669249644003, 6.169056359364, 0.1362
0.376379104318, -125.673547359052, 5.729432415154, 0.1365
0.376306608302, -125.677540500282, 5.286433059048, 0.1368
0.376233874095, -125.681223358067, 4.840155490622, 0.1371
0.376160921806, -125.684590530344, 4.390699619991, 0.1374
0.376087771686, -125.687636932220, 3.938168089975, 0.1377
0.376014444126, -125.690357805372, 3.482666296178, 0.1380
0.375940959650, -125.692748727217, 3.024302404867, 0.1383
0.375867338909, -125.694805619839, 2.563187368555, 0.1386
0.375793602682, -125.696524758647, 2.099434939195, 0.1389
0.375719771862, -125.697902780752, 1.633161678860, 0.1392
0.375645867461, -125.698936693043, 1.164486967836, 0.1395
0.375571910594, -125.699623879940, 0.693533010010, 0.1398
0.375497922482, -125.699962110806, 0.220424835449, 0.1401
0.375423924443, -125.699949547002, -0.254709699911, 0.1404
0.375349937883, -125.699584748562, -0.731739917582, 0.1407
0.375275984298, -125.698866680472, -1.210532322937, 0.1410
0.375202085260, -125.697794718526, -1.690950614811, 0.1413
0.375128262416, -125.696368654760, -2.172855698388, 0.1416
0.375054537479, -125.694588702415, -2.656105701469, 0.1419
0.374980932224, -125.692455500440, -3.140555994196, 0.1422
